pk_id,image_cap,image_obj
185,"['a man in a red shirt holding a white frisbee .', 'a man in a red shirt is holding a red umbrella', 'a man in a red shirt is holding a yellow frisbee']","['torch', 'parachute, chute']"
186,"['a person riding a surf board on a body of water', 'a person riding a surf board on a wave', 'a person riding a surf board in a body of water']","['valley, vale', 'cliff, drop, drop-off']"
187,"['a man holding a baseball bat on a field .', 'a baseball player holding a bat on a field .', 'a man holding a baseball bat in his hands .']","['baseball', 'ping-pong ball']"
188,"['a group of young men playing a game of soccer .', 'a group of young people playing a game of soccer .', 'a group of men playing a game of soccer .']","['rugby ball', 'soccer ball']"
189,"['a close up of a person holding a pair of scissors', 'a close up of a person holding a frisbee', 'a close up of a person holding a pair of skis']","['wall clock', 'traffic light, traffic signal, stoplight']"
190,"['a man wearing a hat and a tie .', 'a young boy wearing a hat and a hat .', 'a young boy wearing a hat and a tie .']","['bathing cap, swimming cap']"
191,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a group of people standing on top of a sandy beach']","['lumbermill, sawmill', 'thresher, thrasher, threshing machine']"
192,"['a large body of water surrounded by trees .', 'a large body of water next to a forest .', 'a large body of water next to a lush green hillside .']","['lakeside, lakeshore', 'sandbar, sand bar']"
193,"['a man holding a tennis racquet on a tennis court .', 'a man holding a tennis racquet on top of a tennis court .', 'a young man holding a tennis racquet on a tennis court .']","['jersey, T-shirt, tee shirt', 'maillot']"
194,"['a man standing next to a stop sign .', 'a man standing next to a sign on a sidewalk .', 'a man standing next to a sign on a wall .']","['torch', 'maillot']"
195,"['a group of people standing next to each other .', 'a group of people standing in front of a sign .', 'a group of people standing in front of a building .']","['web site, website, internet site, site']"
196,"['a man standing in front of a store front .', 'a man standing in front of a store with a sign .', 'a man standing in front of a store with a poster on it .']","['comic book', 'web site, website, internet site, site']"
197,"['a young boy holding a baseball bat on a field .', 'a young boy holding a baseball bat in his hands .', 'a young boy holding a baseball bat in a field .']","['horizontal bar, high bar', 'basketball']"
198,"['a vase of flowers sitting on a table .', 'a vase of flowers sits on a table .', 'a vase of flowers sitting on a table']","['pot, flowerpot']"
199,"['a group of different colored ties hanging on a wall .', 'a group of different types of luggage sitting on top of a table .', 'a group of different types of luggage sitting on a table .']","['toyshop', 'binder, ring-binder']"
200,"['a person holding a cell phone in their hand .', 'a person holding a cell phone in their hands .', 'a person holding a cell phone in their hand']","['quill, quill pen']"
201,"['a giraffe standing in the middle of a field .', 'a giraffe standing in the middle of a grassy field .', 'a giraffe standing in the middle of a field']","['lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast']"
202,"['a woman in a white shirt and a red tie', 'a woman in a white shirt and a black tie', 'a woman in a white shirt and a red tie .']","['nipple', 'wig']"
203,"['a row of motorcycles parked next to each other .', 'a row of motorcycles parked next to each other on a street .', 'a row of motorcycles parked next to each other on a sidewalk .']",['sandal']
204,"['a group of people standing next to each other .', 'a group of people standing next to each other holding surfboards .', 'a group of people standing in front of a large pile of luggage .']","['web site, website, internet site, site', 'barbell']"
205,"['a large body of water next to a bridge .', 'a large body of water with a bridge in the background', 'a large body of water with a bridge in the background .']","['lakeside, lakeshore', 'promontory, headland, head, foreland']"
206,"['a group of people riding on the backs of horses .', 'a man riding on the back of a brown horse .', 'a man riding on the back of a brown horse through a river .']","['lakeside, lakeshore', 'sandbar, sand bar']"
207,"['a plane flying in the sky over a city .', 'a plane flying in the sky over a city', 'a plane flying in the sky above a city']","['car mirror', 'sunglass']"
208,"['a close up of a <UNK> with a bunch of birds on it', 'a close up of a <UNK> with a bunch of birds in it', 'a close up of a <UNK> with a bunch of birds']","['matchstick', 'sea slug, nudibranch']"
209,"['a close up of a person holding a pair of scissors', 'a close up of a pair of scissors', 'a close up of a pair of scissors on a table']","['bathing cap, swimming cap', 'jellyfish']"
210,"['a close up of a tv on a building', 'a close up of a tv with a clock', 'a close up of a tv with a clock on it']","['brass, memorial tablet, plaque']"
211,"['a crowd of people watching a baseball game .', 'a crowd of people watching a baseball game', 'a crowd of people standing around a tennis court .']","['stage', 'theater curtain, theatre curtain']"
212,"['a vase filled with flowers on top of a table .', 'a vase filled with lots of purple flowers .', 'a vase filled with lots of flowers on top of a table .']","['pot, flowerpot']"
213,"['a blender filled with liquid sitting on top of a table .', 'a blender filled with liquid sitting on a counter .', 'a blender filled with liquid sitting on top of a counter .']","['chocolate sauce, chocolate syrup', 'eggnog']"
214,"['a close up of a pair of scissors', 'a close up of a pair of scissors on a table', 'a close up of a pair of scissors on a wooden table']","['doormat, welcome mat', 'fire screen, fireguard']"
215,"['a black and white photo of a person cutting a cake .', 'a black and white photo of a person cutting a cake', 'a black and white photo of a person holding a pair of scissors .']","['quill, quill pen', 'envelope']"
216,"['a group of young men playing a game of soccer .', 'a group of young men playing a game of frisbee .', 'a group of men playing a game of soccer .']","['rugby ball', 'volleyball']"
217,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a wall .', 'a man in a suit and tie standing in front of a door .']","['suit, suit of clothes', 'Windsor tie']"
218,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie sitting on a chair .', 'a man in a suit and tie sitting in a chair .']","['suit, suit of clothes']"
219,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a window .', 'a man in a suit and tie standing in front of a building .']","['suit, suit of clothes', 'Windsor tie']"
220,"['a group of people standing on top of a lush green field .', 'a group of people standing on a lush green field .', 'a group of people standing on top of a grass covered field .']","['lakeside, lakeshore']"
221,"['a man in a red jacket holding a red and white sign .', 'a man in a red jacket holding a red and white sign', 'a man in a red jacket holding a red and white frisbee .']","['mailbag, postbag', 'backpack, back pack, knapsack, packsack, rucksack, haversack']"
222,"['a room with a bed and a bed', 'a room with a bed and a table with a lamp', 'a room with a bed with a blue and white bedspread .']","['theater curtain, theatre curtain']"
223,"['a group of men standing next to each other .', 'a group of people standing next to each other .', 'a group of men standing next to each other holding surfboards .']",['comic book']
224,"['a kitchen counter with a lot of food on it', 'a kitchen counter with a lot of food on it .', 'a kitchen counter with a lot of bottles on it']","['cinema, movie theater, movie theatre, movie house, picture palace']"
225,"['a pizza sitting on top of a wooden cutting board .', 'a pizza sitting on top of a pan on a table .', 'a pizza sitting on top of a pan on top of a table .']","['frying pan, frypan, skillet', 'pizza, pizza pie']"
226,"['a young boy holding a donut in his hands .', 'a woman holding a donut in front of her face .', 'a woman holding a donut in her hands']","['vestment', ""academic gown, academic robe, judge's robe""]"
227,"['a room filled with lots of wooden furniture .', 'a room filled with lots of furniture and a fire place .', 'a room filled with lots of furniture and a table .']","['library', 'restaurant, eating house, eating place, eatery']"
228,"['a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .', 'a group of people standing on top of a grass covered field .']","['airship, dirigible', 'minivan']"
